"name","ucnt","sum","ds","server","channel"
"紫禁宝匣开出元宝","5","30","2014-11-11","s28","mix"
"血战奖励","21","652","2014-11-11","s28","mix"
"财源滚滚得到元宝","1","41","2014-11-11","s28","mix"
"首次充值奖励","1","50","2014-11-11","s28","mix"
"升级奖励","2","20","2014-11-11","s29","mix"
"升级活动奖励","1","500","2014-11-11","s29","mix"
"小宝赠宝获取奖励","11","240","2014-11-11","s29","mix"
"每日登录送元宝","1","5","2014-11-11","s29","mix"
"系统消息附带的奖励","37","13780","2014-11-11","s29","mix"
"紫禁宝匣开出元宝","6","60","2014-11-11","s29","mix"
"血战奖励","24","789","2014-11-11","s29","mix"
"首次充值奖励","1","10","2014-11-11","s29","mix"
"首次充值奖励翻倍","1","110","2014-11-11","s29","mix"
"升级奖励","2","30","2014-11-11","s3","mix"
"小宝赠宝获取奖励","10","180","2014-11-11","s3","mix"
"每日登录送元宝","1","5","2014-11-11","s3","mix"
"献花奖励","3","15","2014-11-11","s3","mix"
"系统消息附带的奖励","45","14600","2014-11-11","s3","mix"
"紫禁宝匣开出元宝","7","80","2014-11-11","s3","mix"
"血战奖励","27","990","2014-11-11","s3","mix"
"升级奖励","4","50","2014-11-11","s30","mix"
"名山寻宝","2","125","2014-11-11","s30","mix"
"小宝赠宝获取奖励","11","220","2014-11-11","s30","mix"
"系统消息附带的奖励","47","15335","2014-11-11","s30","mix"
"紫禁宝匣开出元宝","5","50","2014-11-11","s30","mix"
"血战奖励","22","659","2014-11-11","s30","mix"
"首次充值奖励","1","1300","2014-11-11","s30","mix"
"首次充值奖励翻倍","1","11300","2014-11-11","s30","mix"
"充值奖励","1","110","2014-11-11","s31","mix"
"充值返元宝","1","34","2014-11-11","s31","mix"
"八阵图奖励","1","50","2014-11-11","s31","mix"
"升级奖励","6","60","2014-11-11","s31","mix"
"升级活动奖励","1","800","2014-11-11","s31","mix"
"名山寻宝","1","70","2014-11-11","s31","mix"
"小宝赠宝获取奖励","6","130","2014-11-11","s31","mix"
"每日登录送元宝","1","5","2014-11-11","s31","mix"
"系统消息附带的奖励","25","9760","2014-11-11","s31","mix"
"紫禁宝匣开出元宝","2","10","2014-11-11","s31","mix"
"血战奖励","14","273","2014-11-11","s31","mix"
"首次充值奖励","1","10","2014-11-11","s31","mix"
"八阵图奖励","3","180","2014-11-11","s32","mix"
"升级奖励","5","110","2014-11-11","s32","mix"
"升级活动奖励","2","400","2014-11-11","s32","mix"
"小宝赠宝获取奖励","4","90","2014-11-11","s32","mix"
"签到累计奖励","1","100","2014-11-11","s32","mix"
"系统消息附带的奖励","24","9660","2014-11-11","s32","mix"
"紫禁宝匣开出元宝","1","15","2014-11-11","s32","mix"
"血战奖励","14","403","2014-11-11","s32","mix"
"财源滚滚得到元宝","1","405","2014-11-11","s32","mix"
"八阵图奖励","1","100","2014-11-11","s33","mix"
"升级奖励","3","140","2014-11-11","s33","mix"
"升级活动奖励","1","50","2014-11-11","s33","mix"
"名山寻宝","1","30","2014-11-11","s33","mix"
"小宝赠宝获取奖励","5","120","2014-11-11","s33","mix"
"每日登录送元宝","2","10","2014-11-11","s33","mix"
"献花奖励","8","16","2014-11-11","s33","mix"
"系统消息附带的奖励","19","8370","2014-11-11","s33","mix"
"紫禁宝匣开出元宝","2","25","2014-11-11","s33","mix"
"血战奖励","14","352","2014-11-11","s33","mix"
"财源滚滚得到元宝","1","41","2014-11-11","s33","mix"
"首次充值奖励","1","10","2014-11-11","s33","mix"
"首次充值奖励翻倍","1","110","2014-11-11","s33","mix"
"充值奖励","1","60","2014-11-11","s34","mix"
"八阵图奖励","1","50","2014-11-11","s34","mix"
"升级奖励","5","90","2014-11-11","s34","mix"
"升级活动奖励","2","355","2014-11-11","s34","mix"
"名山寻宝","3","70","2014-11-11","s34","mix"
"小宝赠宝获取奖励","5","80","2014-11-11","s34","mix"
"每日登录送元宝","2","10","2014-11-11","s34","mix"
"献花奖励","14","28","2014-11-11","s34","mix"
"系统消息附带的奖励","30","10955","2014-11-11","s34","mix"
"紫禁宝匣开出元宝","5","70","2014-11-11","s34","mix"
"血战奖励","15","296","2014-11-11","s34","mix"
"财源滚滚得到元宝","1","38","2014-11-11","s34","mix"
"充值奖励","1","340","2014-11-11","s35","mix"
"八阵图奖励","1","30","2014-11-11","s35","mix"
"升级奖励","4","120","2014-11-11","s35","mix"
"升级活动奖励","2","200","2014-11-11","s35","mix"
"名山寻宝","1","20","2014-11-11","s35","mix"
"小宝赠宝获取奖励","9","190","2014-11-11","s35","mix"
"每日登录送元宝","3","15","2014-11-11","s35","mix"
"献花奖励","17","34","2014-11-11","s35","mix"
"签到累计奖励","1","100","2014-11-11","s35","mix"
"系统消息附带的奖励","37","12020","2014-11-11","s35","mix"
"紫禁宝匣开出元宝","6","60","2014-11-11","s35","mix"
"血战奖励","19","587","2014-11-11","s35","mix"
"财源滚滚得到元宝","1","395","2014-11-11","s35","mix"
"首次充值奖励","1","10","2014-11-11","s35","mix"
"首次充值奖励翻倍","1","110","2014-11-11","s35","mix"
"充值奖励","1","280","2014-11-11","s36","mix"
"八阵图奖励","1","100","2014-11-11","s36","mix"
"升级奖励","2","20","2014-11-11","s36","mix"
"小宝赠宝获取奖励","7","190","2014-11-11","s36","mix"
"每日登录送元宝","3","15","2014-11-11","s36","mix"
"献花奖励","12","24","2014-11-11","s36","mix"
"系统消息附带的奖励","39","14805","2014-11-11","s36","mix"
"紫禁宝匣开出元宝","3","25","2014-11-11","s36","mix"
"血战奖励","23","630","2014-11-11","s36","mix"
"首次充值奖励","1","1300","2014-11-11","s36","mix"
"首次充值奖励翻倍","1","11300","2014-11-11","s36","mix"
"八阵图奖励","1","10","2014-11-11","s37","mix"
"升级奖励","2","60","2014-11-11","s37","mix"
"升级活动奖励","1","60","2014-11-11","s37","mix"
"小宝赠宝获取奖励","3","65","2014-11-11","s37","mix"
"每日登录送元宝","2","10","2014-11-11","s37","mix"
"献花奖励","8","16","2014-11-11","s37","mix"
"签到累计奖励","1","100","2014-11-11","s37","mix"
"系统消息附带的奖励","25","9690","2014-11-11","s37","mix"
"紫禁宝匣开出元宝","3","60","2014-11-11","s37","mix"
"血战奖励","16","447","2014-11-11","s37","mix"
"首次充值奖励","1","10","2014-11-11","s37","mix"
"首次充值奖励翻倍","1","110","2014-11-11","s37","mix"
"cdkey","1","400","2014-11-11","s38","mix"
"八阵图奖励","1","10","2014-11-11","s38","mix"
"升级奖励","3","110","2014-11-11","s38","mix"
"名山寻宝","2","125","2014-11-11","s38","mix"
"小宝赠宝获取奖励","9","235","2014-11-11","s38","mix"
"献花奖励","33","66","2014-11-11","s38","mix"
"系统消息附带的奖励","36","12475","2014-11-11","s38","mix"
"紫禁宝匣开出元宝","6","50","2014-11-11","s38","mix"
"血战奖励","21","544","2014-11-11","s38","mix"
"cdkey","1","300","2014-11-11","s39","mix"
"八阵图奖励","7","180","2014-11-11","s39","mix"
"升级奖励","17","350","2014-11-11","s39","mix"
"升级活动奖励","10","2320","2014-11-11","s39","mix"
"小宝赠宝获取奖励","4","30","2014-11-11","s39","mix"
"每日登录送元宝","3","15","2014-11-11","s39","mix"
"献花奖励","9","18","2014-11-11","s39","mix"
"系统消息附带的奖励","46","28955","2014-11-11","s39","mix"
"紫禁宝匣开出元宝","4","30","2014-11-11","s39","mix"
"血战奖励","12","253","2014-11-11","s39","mix"
"小宝赠宝获取奖励","7","155","2014-11-11","s4","mix"
"献花奖励","1","5","2014-11-11","s4","mix"
"系统消息附带的奖励","25","10550","2014-11-11","s4","mix"
"紫禁宝匣开出元宝","4","25","2014-11-11","s4","mix"
"血战奖励","19","884","2014-11-11","s4","mix"
"充值奖励","1","10","2014-11-11","s40","mix"
"升级奖励","6","100","2014-11-11","s40","mix"
"升级活动奖励","1","800","2014-11-11","s40","mix"
"小宝赠宝获取奖励","13","260","2014-11-11","s40","mix"
"每日登录送元宝","1","5","2014-11-11","s40","mix"
"献花奖励","16","80","2014-11-11","s40","mix"
"系统消息附带的奖励","35","11915","2014-11-11","s40","mix"
"紫禁宝匣开出元宝","4","35","2014-11-11","s40","mix"
"血战奖励","18","411","2014-11-11","s40","mix"
"首次充值奖励","1","50","2014-11-11","s40","mix"
"首次充值奖励翻倍","1","550","2014-11-11","s40","mix"
"八阵图奖励","1","50","2014-11-11","s41","mix"
"升级奖励","7","70","2014-11-11","s41","mix"
"名山寻宝","2","35","2014-11-11","s41","mix"
"小宝赠宝获取奖励","8","105","2014-11-11","s41","mix"
"每日登录送元宝","1","5","2014-11-11","s41","mix"
"献花奖励","25","125","2014-11-11","s41","mix"
"系统消息附带的奖励","38","12885","2014-11-11","s41","mix"
"紫禁宝匣开出元宝","5","55","2014-11-11","s41","mix"
"血战奖励","20","434","2014-11-11","s41","mix"
"升级奖励","2","20","2014-11-11","s42","mix"
"小宝赠宝获取奖励","11","260","2014-11-11","s42","mix"
"献花奖励","14","70","2014-11-11","s42","mix"
"系统消息附带的奖励","42","12955","2014-11-11","s42","mix"
"紫禁宝匣开出元宝","8","60","2014-11-11","s42","mix"
"血战奖励","18","408","2014-11-11","s42","mix"
"八阵图奖励","1","30","2014-11-11","s43","mix"
"升级奖励","4","130","2014-11-11","s43","mix"
"升级活动奖励","4","1210","2014-11-11","s43","mix"
"名山寻宝","1","10","2014-11-11","s43","mix"
"奖励100元宝,微信首次登陆","1","100","2014-11-11","s43","mix"
"小宝赠宝获取奖励","5","90","2014-11-11","s43","mix"
"献花奖励","13","65","2014-11-11","s43","mix"
"系统消息附带的奖励","31","11005","2014-11-11","s43","mix"
"紫禁宝匣开出元宝","7","65","2014-11-11","s43","mix"
"血战奖励","15","361","2014-11-11","s43","mix"
"财源滚滚得到元宝","1","37","2014-11-11","s43","mix"
"充值奖励","1","30","2014-11-11","s44","mix"
"升级奖励","3","30","2014-11-11","s44","mix"
"小宝赠宝获取奖励","5","110","2014-11-11","s44","mix"
"每日登录送元宝","1","5","2014-11-11","s44","mix"
"献花奖励","17","85","2014-11-11","s44","mix"
"系统消息附带的奖励","30","11070","2014-11-11","s44","mix"
"紫禁宝匣开出元宝","8","210","2014-11-11","s44","mix"
"血战奖励","17","574","2014-11-11","s44","mix"
"升级奖励","2","20","2014-11-11","s45","mix"
"升级活动奖励","1","440","2014-11-11","s45","mix"
"小宝赠宝获取奖励","10","190","2014-11-11","s45","mix"
"每日登录送元宝","1","5","2014-11-11","s45","mix"
"献花奖励","15","75","2014-11-11","s45","mix"
"系统消息附带的奖励","24","9110","2014-11-11","s45","mix"
"紫禁宝匣开出元宝","2","15","2014-11-11","s45","mix"
"血战奖励","18","434","2014-11-11","s45","mix"
"八阵图奖励","1","50","2014-11-11","s46","mix"
"升级奖励","2","50","2014-11-11","s46","mix"
"小宝赠宝获取奖励","8","260","2014-11-11","s46","mix"
"献花奖励","13","65","2014-11-11","s46","mix"
"系统消息附带的奖励","22","8840","2014-11-11","s46","mix"
"紫禁宝匣开出元宝","5","35","2014-11-11","s46","mix"
"血战奖励","14","383","2014-11-11","s46","mix"
"首次充值奖励","1","600","2014-11-11","s46","mix"
"首次充值奖励翻倍","1","5600","2014-11-11","s46","mix"
"升级奖励","3","30","2014-11-11","s47","mix"
"升级活动奖励","1","800","2014-11-11","s47","mix"
"名山寻宝","1","10","2014-11-11","s47","mix"
"小宝赠宝获取奖励","5","85","2014-11-11","s47","mix"
"献花奖励","15","75","2014-11-11","s47","mix"
"系统消息附带的奖励","43","11210","2014-11-11","s47","mix"
"紫禁宝匣开出元宝","6","55","2014-11-11","s47","mix"
"血战奖励","18","366","2014-11-11","s47","mix"
"cdkey","2","600","2014-11-11","s48","mix"
"八阵图奖励","5","280","2014-11-11","s48","mix"
"升级奖励","8","120","2014-11-11","s48","mix"
"升级活动奖励","4","2000","2014-11-11","s48","mix"
"名山寻宝","2","20","2014-11-11","s48","mix"
"小宝赠宝获取奖励","16","305","2014-11-11","s48","mix"
"每日登录送元宝","6","30","2014-11-11","s48","mix"
"献花奖励","22","44","2014-11-11","s48","mix"
"系统消息附带的奖励","63","16380","2014-11-11","s48","mix"
"紫禁宝匣开出元宝","9","150","2014-11-11","s48","mix"
"血战奖励","36","702","2014-11-11","s48","mix"
"八阵图奖励","1","50","2014-11-11","s49","mix"
"升级奖励","5","70","2014-11-11","s49","mix"
"升级活动奖励","2","600","2014-11-11","s49","mix"
"小宝赠宝获取奖励","11","320","2014-11-11","s49","mix"
"每日登录送元宝","3","15","2014-11-11","s49","mix"
"献花奖励","8","16","2014-11-11","s49","mix"
"系统消息附带的奖励","41","12275","2014-11-11","s49","mix"
"紫禁宝匣开出元宝","3","20","2014-11-11","s49","mix"
"血战奖励","22","565","2014-11-11","s49","mix"
"八阵图奖励","2","140","2014-11-11","s5","mix"
"升级奖励","6","80","2014-11-11","s5","mix"
"小宝赠宝获取奖励","13","300","2014-11-11","s5","mix"
"每日登录送元宝","2","10","2014-11-11","s5","mix"
"献花奖励","3","15","2014-11-11","s5","mix"
"系统消息附带的奖励","40","13540","2014-11-11","s5","mix"
"紫禁宝匣开出元宝","6","60","2014-11-11","s5","mix"
"血战奖励","26","847","2014-11-11","s5","mix"
"充值奖励","1","30","2014-11-11","s50","mix"
"八阵图奖励","1","30","2014-11-11","s50","mix"
"升级奖励","10","210","2014-11-11","s50","mix"
"升级活动奖励","1","400","2014-11-11","s50","mix"
"名山寻宝","3","70","2014-11-11","s50","mix"
"小宝赠宝获取奖励","8","150","2014-11-11","s50","mix"
"每日登录送元宝","2","10","2014-11-11","s50","mix"
"献花奖励","7","14","2014-11-11","s50","mix"
"系统消息附带的奖励","55","17230","2014-11-11","s50","mix"
"紫禁宝匣开出元宝","4","25","2014-11-11","s50","mix"
"血战奖励","23","542","2014-11-11","s50","mix"
"充值奖励","1","110","2014-11-11","s51","mix"
"升级奖励","8","80","2014-11-11","s51","mix"
"名山寻宝","2","75","2014-11-11","s51","mix"
"奖励100元宝,微信首次登陆","1","100","2014-11-11","s51","mix"
"小宝赠宝获取奖励","12","340","2014-11-11","s51","mix"
"每日登录送元宝","2","10","2014-11-11","s51","mix"
"献花奖励","6","12","2014-11-11","s51","mix"
"系统消息附带的奖励","49","14595","2014-11-11","s51","mix"
"紫禁宝匣开出元宝","6","55","2014-11-11","s51","mix"
"血战奖励","26","501","2014-11-11","s51","mix"
"cdkey","1","300","2014-11-11","s52","mix"
"充值奖励","2","1360","2014-11-11","s52","mix"
"八阵图奖励","1","30","2014-11-11","s52","mix"
"升级奖励","4","50","2014-11-11","s52","mix"
"升级活动奖励","1","400","2014-11-11","s52","mix"
"名山寻宝","2","70","2014-11-11","s52","mix"
"小宝赠宝获取奖励","6","180","2014-11-11","s52","mix"
"每日登录送元宝","2","10","2014-11-11","s52","mix"
"献花奖励","4","8","2014-11-11","s52","mix"
"系统消息附带的奖励","40","13750","2014-11-11","s52","mix"
"紫禁宝匣开出元宝","6","45","2014-11-11","s52","mix"
"血战奖励","20","336","2014-11-11","s52","mix"
"首次充值奖励","1","1300","2014-11-11","s52","mix"
"首次充值奖励翻倍","1","11300","2014-11-11","s52","mix"
"cdkey","1","200","2014-11-11","s53","mix"
"充值奖励","1","40","2014-11-11","s53","mix"
"八阵图奖励","2","40","2014-11-11","s53","mix"
"升级奖励","13","200","2014-11-11","s53","mix"
"升级活动奖励","2","600","2014-11-11","s53","mix"
"名山寻宝","2","90","2014-11-11","s53","mix"
"小宝赠宝获取奖励","17","375","2014-11-11","s53","mix"
"每日登录送元宝","8","40","2014-11-11","s53","mix"
"献花奖励","6","12","2014-11-11","s53","mix"
"系统消息附带的奖励","62","15735","2014-11-11","s53","mix"
"紫禁宝匣开出元宝","5","135","2014-11-11","s53","mix"
"血战奖励","27","592","2014-11-11","s53","mix"
"充值奖励","1","10","2014-11-11","s54","mix"
"八阵图奖励","1","100","2014-11-11","s54","mix"
"升级奖励","9","110","2014-11-11","s54","mix"
"升级活动奖励","2","1600","2014-11-11","s54","mix"
"名山寻宝","3","65","2014-11-11","s54","mix"
"小宝赠宝获取奖励","8","210","2014-11-11","s54","mix"
"每日登录送元宝","3","15","2014-11-11","s54","mix"
"献花奖励","11","22","2014-11-11","s54","mix"
"系统消息附带的奖励","60","16475","2014-11-11","s54","mix"
"紫禁宝匣开出元宝","8","65","2014-11-11","s54","mix"
"血战奖励","26","441","2014-11-11","s54","mix"
"升级奖励","4","40","2014-11-11","s55","mix"
"名山寻宝","1","10","2014-11-11","s55","mix"
"小宝赠宝获取奖励","7","120","2014-11-11","s55","mix"
"每日登录送元宝","4","20","2014-11-11","s55","mix"
"献花奖励","22","44","2014-11-11","s55","mix"
"系统消息附带的奖励","42","12725","2014-11-11","s55","mix"
"紫禁宝匣开出元宝","4","288","2014-11-11","s55","mix"
"结伴江湖奖励","1","150","2014-11-11","s55","mix"
"血战奖励","18","394","2014-11-11","s55","mix"
"首次充值奖励","1","10","2014-11-11","s55","mix"
"首次充值奖励翻倍","1","110","2014-11-11","s55","mix"
"cdkey","1","300","2014-11-11","s56","mix"
"充值奖励","1","510","2014-11-11","s56","mix"
"充值返元宝","1","33","2014-11-11","s56","mix"
"八阵图奖励","1","30","2014-11-11","s56","mix"
"升级奖励","8","90","2014-11-11","s56","mix"
"名山寻宝","4","150","2014-11-11","s56","mix"
"小宝赠宝获取奖励","11","225","2014-11-11","s56","mix"
"每日登录送元宝","6","30","2014-11-11","s56","mix"
"献花奖励","32","64","2014-11-11","s56","mix"
"签到累计奖励","1","100","2014-11-11","s56","mix"
"系统消息附带的奖励","42","13880","2014-11-11","s56","mix"
"紫禁宝匣开出元宝","6","60","2014-11-11","s56","mix"
"血战奖励","19","439","2014-11-11","s56","mix"
"cdkey","1","100","2014-11-11","s57","mix"
"充值奖励","1","1410","2014-11-11","s57","mix"
"充值返元宝","3","1377","2014-11-11","s57","mix"
"八阵图奖励","2","40","2014-11-11","s57","mix"
"升级奖励","8","130","2014-11-11","s57","mix"
"升级活动奖励","1","800","2014-11-11","s57","mix"
"名山寻宝","3","110","2014-11-11","s57","mix"
"小宝赠宝获取奖励","6","90","2014-11-11","s57","mix"
"每日登录送元宝","4","20","2014-11-11","s57","mix"
"献花奖励","19","38","2014-11-11","s57","mix"
"签到累计奖励","1","100","2014-11-11","s57","mix"
"系统消息附带的奖励","48","14235","2014-11-11","s57","mix"
"紫禁宝匣开出元宝","10","85","2014-11-11","s57","mix"
"血战奖励","21","326","2014-11-11","s57","mix"
"cdkey","1","300","2014-11-11","s58","mix"
"充值奖励","1","30","2014-11-11","s58","mix"
"充值返元宝","3","1467","2014-11-11","s58","mix"
"八阵图奖励","2","50","2014-11-11","s58","mix"
"升级奖励","21","340","2014-11-11","s58","mix"
"升级活动奖励","7","2910","2014-11-11","s58","mix"
"名山寻宝","6","165","2014-11-11","s58","mix"
"小宝赠宝获取奖励","18","310","2014-11-11","s58","mix"
"每日登录送元宝","16","80","2014-11-11","s58","mix"
"献花奖励","38","76","2014-11-11","s58","mix"
"系统消息附带的奖励","74","18515","2014-11-11","s58","mix"
"紫禁宝匣开出元宝","7","165","2014-11-11","s58","mix"
"血战奖励","37","523","2014-11-11","s58","mix"
"财源滚滚得到元宝","1","50","2014-11-11","s58","mix"
"充值奖励","1","3060","2014-11-11","s59","mix"
"充值返元宝","6","1281","2014-11-11","s59","mix"
"八阵图奖励","2","130","2014-11-11","s59","mix"
"升级奖励","14","280","2014-11-11","s59","mix"
"升级活动奖励","4","2000","2014-11-11","s59","mix"
"名山寻宝","4","125","2014-11-11","s59","mix"
"奖励100元宝,微信首次登陆","1","100","2014-11-11","s59","mix"
"小宝赠宝获取奖励","18","380","2014-11-11","s59","mix"
"每日登录送元宝","13","65","2014-11-11","s59","mix"
"献花奖励","33","66","2014-11-11","s59","mix"
"签到累计奖励","2","200","2014-11-11","s59","mix"
"系统消息附带的奖励","68","17335","2014-11-11","s59","mix"
"紫禁宝匣开出元宝","10","85","2014-11-11","s59","mix"
"血战奖励","21","291","2014-11-11","s59","mix"
"八阵图奖励","2","40","2014-11-11","s6","mix"
"升级奖励","6","180","2014-11-11","s6","mix"
"升级活动奖励","2","220","2014-11-11","s6","mix"
"小宝赠宝获取奖励","7","120","2014-11-11","s6","mix"
"每日登录送元宝","3","15","2014-11-11","s6","mix"
"献花奖励","1","5","2014-11-11","s6","mix"
"签到累计奖励","1","100","2014-11-11","s6","mix"
"系统消息附带的奖励","43","13715","2014-11-11","s6","mix"
"紫禁宝匣开出元宝","7","100","2014-11-11","s6","mix"
"血战奖励","21","821","2014-11-11","s6","mix"
"财源滚滚得到元宝","1","45","2014-11-11","s6","mix"
"cdkey","1","300","2014-11-11","s60","mix"
"充值奖励","1","10","2014-11-11","s60","mix"
"充值返元宝","3","1367","2014-11-11","s60","mix"
"八阵图奖励","6","170","2014-11-11","s60","mix"
"升级奖励","26","450","2014-11-11","s60","mix"
"升级活动奖励","12","3510","2014-11-11","s60","mix"
"名山寻宝","8","195","2014-11-11","s60","mix"
"奖励100元宝,微信首次登陆","1","100","2014-11-11","s60","mix"
"小宝赠宝获取奖励","16","345","2014-11-11","s60","mix"
"每日登录送元宝","11","55","2014-11-11","s60","mix"
"献花奖励","30","60","2014-11-11","s60","mix"
"签到累计奖励","3","300","2014-11-11","s60","mix"
"系统消息附带的奖励","62","16335","2014-11-11","s60","mix"
"紫禁宝匣开出元宝","8","75","2014-11-11","s60","mix"
"血战奖励","22","367","2014-11-11","s60","mix"
"财源滚滚得到元宝","3","808","2014-11-11","s60","mix"
"充值奖励","3","1540","2014-11-11","s61","mix"
"充值返元宝","8","3029","2014-11-11","s61","mix"
"八阵图奖励","8","320","2014-11-11","s61","mix"
"升级奖励","20","590","2014-11-11","s61","mix"
"升级活动奖励","7","1540","2014-11-11","s61","mix"
"名山寻宝","2","35","2014-11-11","s61","mix"
"小宝赠宝获取奖励","11","220","2014-11-11","s61","mix"
"每日登录送元宝","11","55","2014-11-11","s61","mix"
"献花奖励","17","34","2014-11-11","s61","mix"
"签到累计奖励","1","100","2014-11-11","s61","mix"
"系统消息附带的奖励","50","13975","2014-11-11","s61","mix"
"紫禁宝匣开出元宝","3","15","2014-11-11","s61","mix"
"血战奖励","18","256","2014-11-11","s61","mix"
"财源滚滚得到元宝","2","87","2014-11-11","s61","mix"
"cdkey","2","600","2014-11-11","s62","mix"
"充值奖励","3","1210","2014-11-11","s62","mix"
"充值返元宝","6","2475","2014-11-11","s62","mix"
"八阵图奖励","31","1390","2014-11-11","s62","mix"
"升级奖励","74","1260","2014-11-11","s62","mix"
"升级活动奖励","26","5431","2014-11-11","s62","mix"
"名山寻宝","17","330","2014-11-11","s62","mix"
"小宝赠宝获取奖励","26","370","2014-11-11","s62","mix"
"每日登录送元宝","34","170","2014-11-11","s62","mix"
"签到累计奖励","4","400","2014-11-11","s62","mix"
"系统消息附带的奖励","84","19435","2014-11-11","s62","mix"
"紫禁宝匣开出元宝","10","75","2014-11-11","s62","mix"
"结伴江湖奖励","1","150","2014-11-11","s62","mix"
"血战奖励","15","132","2014-11-11","s62","mix"
"财源滚滚得到元宝","1","44","2014-11-11","s62","mix"
"首次充值奖励","1","30","2014-11-11","s62","mix"
"首次充值奖励翻倍","1","330","2014-11-11","s62","mix"
"cdkey","1","300","2014-11-11","s63","mix"
"充值奖励","3","1580","2014-11-11","s63","mix"
"充值返元宝","5","2540","2014-11-11","s63","mix"
"八阵图奖励","141","5920","2014-11-11","s63","mix"
"升级奖励","301","8190","2014-11-11","s63","mix"
"升级活动奖励","151","24527","2014-11-11","s63","mix"
"名山寻宝","15","325","2014-11-11","s63","mix"
"奖励100元宝,微信首次登陆","6","600","2014-11-11","s63","mix"
"小宝赠宝获取奖励","28","595","2014-11-11","s63","mix"
"每日登录送元宝","50","250","2014-11-11","s63","mix"
"签到累计奖励","37","3700","2014-11-11","s63","mix"
"系统消息附带的奖励","82","15215","2014-11-11","s63","mix"
"结伴江湖奖励","2","300","2014-11-11","s63","mix"
"血战奖励","10","70","2014-11-11","s63","mix"
"财源滚滚得到元宝","46","7508","2014-11-11","s63","mix"
"首次充值奖励","7","110","2014-11-11","s63","mix"
"首次充值奖励翻倍","7","1210","2014-11-11","s63","mix"
"八阵图奖励","1","100","2014-11-11","s7","mix"
"升级奖励","1","10","2014-11-11","s7","mix"
"小宝赠宝获取奖励","9","190","2014-11-11","s7","mix"
"每日登录送元宝","2","10","2014-11-11","s7","mix"
"献花奖励","2","10","2014-11-11","s7","mix"
"系统消息附带的奖励","46","24470","2014-11-11","s7","mix"
"紫禁宝匣开出元宝","4","35","2014-11-11","s7","mix"
"血战奖励","22","966","2014-11-11","s7","mix"
"充值奖励","1","230","2014-11-11","s8","mix"
"八阵图奖励","1","40","2014-11-11","s8","mix"
"升级奖励","1","10","2014-11-11","s8","mix"
"升级活动奖励","1","210","2014-11-11","s8","mix"
"名山寻宝","1","35","2014-11-11","s8","mix"
"小宝赠宝获取奖励","8","200","2014-11-11","s8","mix"
"每日登录送元宝","1","5","2014-11-11","s8","mix"
"献花奖励","5","25","2014-11-11","s8","mix"
"系统消息附带的奖励","41","14410","2014-11-11","s8","mix"
"紫禁宝匣开出元宝","10","85","2014-11-11","s8","mix"
"血战奖励","21","1126","2014-11-11","s8","mix"
"首次充值奖励","1","1300","2014-11-11","s8","mix"
"首次充值奖励翻倍","1","11300","2014-11-11","s8","mix"
"八阵图奖励","1","100","2014-11-11","s9","mix"
"升级奖励","3","30","2014-11-11","s9","mix"
"升级活动奖励","1","300","2014-11-11","s9","mix"
"小宝赠宝获取奖励","7","180","2014-11-11","s9","mix"
"每日登录送元宝","1","5","2014-11-11","s9","mix"
"献花奖励","18","36","2014-11-11","s9","mix"
"系统消息附带的奖励","38","12410","2014-11-11","s9","mix"
"紫禁宝匣开出元宝","4","35","2014-11-11","s9","mix"
"血战奖励","21","644","2014-11-11","s9","mix"
"升级奖励","3","40","2014-11-11","s10","qqandroid"
"名山寻宝","2","220","2014-11-11","s10","qqandroid"
"小宝赠宝获取奖励","19","450","2014-11-11","s10","qqandroid"
"每日登录送元宝","5","25","2014-11-11","s10","qqandroid"
"献花奖励","26","52","2014-11-11","s10","qqandroid"
"系统消息附带的奖励","54","12810","2014-11-11","s10","qqandroid"
"紫禁宝匣开出元宝","11","130","2014-11-11","s10","qqandroid"
"血战奖励","32","1711","2014-11-11","s10","qqandroid"
"升级奖励","3","30","2014-11-11","s11","qqandroid"
"升级活动奖励","1","440","2014-11-11","s11","qqandroid"
"小宝赠宝获取奖励","13","290","2014-11-11","s11","qqandroid"
"每日登录送元宝","1","5","2014-11-11","s11","qqandroid"
"献花奖励","37","74","2014-11-11","s11","qqandroid"
"系统消息附带的奖励","53","11365","2014-11-11","s11","qqandroid"
"紫禁宝匣开出元宝","9","75","2014-11-11","s11","qqandroid"
"血战奖励","34","1915","2014-11-11","s11","qqandroid"
"升级奖励","5","110","2014-11-11","s12","qqandroid"
"升级活动奖励","1","900","2014-11-11","s12","qqandroid"
"名山寻宝","2","50","2014-11-11","s12","qqandroid"
"小宝赠宝获取奖励","17","270","2014-11-11","s12","qqandroid"
"每日登录送元宝","1","5","2014-11-11","s12","qqandroid"
"献花奖励","47","94","2014-11-11","s12","qqandroid"
"系统消息附带的奖励","80","16750","2014-11-11","s12","qqandroid"
"紫禁宝匣开出元宝","16","175","2014-11-11","s12","qqandroid"
"血战奖励","51","2882","2014-11-11","s12","qqandroid"
"八阵图奖励","1","100","2014-11-11","s13","qqandroid"
"升级奖励","1","10","2014-11-11","s13","qqandroid"
"小宝赠宝获取奖励","26","490","2014-11-11","s13","qqandroid"
"每日登录送元宝","3","15","2014-11-11","s13","qqandroid"
"献花奖励","28","56","2014-11-11","s13","qqandroid"
"系统消息附带的奖励","66","13620","2014-11-11","s13","qqandroid"
